W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0000248,LA QUINTA,"920 UNIVERSITY AVE
BERKELEY, CA
(37.86825373500005, -122.29600410999996)",02/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000289,LAS PALMAS,"3221 ADELINE ST
BERKELEY, CA
(37.850098383000045, -122.270778356)",11/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000433,LA VAL'S GARDENS INC.,"1834 40 EUCLID AVE
BERKELEY, CA
(37.86988305400007, -122.270536876)",09/25/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000547,LE BATEAU IVRE/DRUNKEN BOAT,"2629 TELEGRAPH AVE
BERKELEY, CA
(37.862576442000034, -122.25876466599999)",04/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000092,LEDGER'S LIQUOR,"1399 UNIVERSITY AVE
BERKELEY, CA
(37.870188416000076, -122.28445248399998)",03/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001310,LE PETIT COCHON,"1801-C SHATTUCK AVE
BERKELEY, CA
(37.87441498600003, -122.26854523399999)",02/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000494,LE REGAL,"2126 CENTER ST
BERKELEY, CA
(37.87039352200003, -122.26723624199997)",09/23/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000776,LHASA KARNAK,"2482 TELEGRAPH AVE
BERKELEY, CA
(37.86533385300004, -122.25855379799998)",11/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001477,LHASA KARNAK HERB COMPANY,"1942 SHATTUCK AVE
BERKELEY, CA
(37.87310599400007, -122.26852334099999)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001490,LIFELONG MEDICAL CARE @ 2001 DWIGHT,"2001 DWIGHT WAY
BERKELEY, CA
(37.86378749100004, -122.26895314199999)",01/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000793,LIK LIQUORS,"2495 SACRAMENTO ST
BERKELEY, CA
(37.86240360000005, -122.28103481699998)",05/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000188,LILLY'S RESTAURANT,"1580 HOPKINS ST
BERKELEY, CA
(37.88182531000007, -122.28159712999997)",11/17/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001203,LINDGREN'S,"2120 DWIGHT WAY
BERKELEY, CA
(37.864053668000054, -122.26658635499996)",03/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000595,LITTLE CAESARS,"1109 UNIVERSITY AVE
BERKELEY, CA
(37.86922182400008, -122.29178967299998)",12/19/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000249,LITTLE HUNAN,"124 125 BERKELEY SQ
BERKELEY, CA
(37.870635175000075, -122.26819084299996)",01/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001200,LITTLE LOTUS HOUSE RESTAURANT,"2517-A DURANT AVE
BERKELEY, CA
(37.86789764200006, -122.25856193899995)",12/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000329,LITTLE MANDARIN,"139 BERKELEY SQ
BERKELEY, CA
(37.870587353000076, -122.26817780099998)",12/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000048,LITTLE PLEARN THAI KITCHEN,"2283 SHATTUCK AVE
BERKELEY, CA
(37.86794492300004, -122.26760497199996)",05/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000086,LITTLE SAIGON RESTAURANT,"1717-A UNIVERSITY AVE
BERKELEY, CA
(37.87112803400004, -122.27707482299996)",01/07/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001076,LIVE OAK CENTER,"1301 SHATTUCK AVE
BERKELEY, CA
(37.88326451000006, -122.26965488099995)",11/25/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000272,LOCAL 123 CAFE,"2049 SAN PABLO AVE
BERKELEY, CA
(37.86837011500006, -122.29181671699996)",01/15/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000706,LOCOCO'S,"1400 SHATTUCK AVE
BERKELEY, CA
(37.881819549000056, -122.26958459199994)",06/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000796,LO-COST LIQUOR,"2301 SAN PABLO AVE
BERKELEY, CA
(37.86443161600005, -122.29054690299995)",07/16/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001487,LONG BRANCH,"2512 SAN PABLO AVE
BERKELEY, CA
(37.86079962400004, -122.28959166099997)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000566,LONG LIFE VEGI HOUSE,"2129 UNIVERSITY AVE
BERKELEY, CA
(37.87234779200003, -122.26738258199998)",12/18/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001532,LOS CILANTROS,"3105 SHATTUCK AVE
BERKELEY, CA
(37.85277398100004, -122.26616461999998)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000673,LOVE AT FIRST BITE,"1510-G WALNUT ST
BERKELEY, CA
(37.880082764000065, -122.26817129599999)",04/17/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000043,"LOX, STOCK AND BAGEL","2043 ALLSTON WY
BERKELEY, CA
(37.86920782400006, -122.26943249099998)",05/25/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000273,LUCA CUCINA ITALIANA,"2057 SAN PABLO AVE
BERKELEY, CA
(37.86828023700008, -122.29178675799994)",01/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000361,LUCKY HOUSE,"2140 UNIVERSITY AVE
BERKELEY, CA
(37.872212975000025, -122.26731574899998)",01/06/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000477,LUNCH BOX CAFE,"729 HEINZ AVE
BERKELEY, CA
(37.85286731600007, -122.29496475099995)",03/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000669,LUSH GELATO,"1511-C SHATTUCK AVE
BERKELEY, CA
(37.879774249000036, -122.26917553199996)",04/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000257,LUTHERAN CHURCH OF THE CROSS,"1744 UNIVERSITY AVE
BERKELEY, CA
(37.87104340900004, -122.27632544099998)",01/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000186,MAGNANI POULTRY,"1576 HOPKINS ST
BERKELEY, CA
(37.88171469100007, -122.28180684499995)",05/06/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000599,MAKRIS CAFE,"2105 UNIVERSITY AVE
BERKELEY, CA
(37.872257914000045, -122.26810275799994)",05/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001317,MANDARIN GARDEN,"2025 SHATTUCK AVE
BERKELEY, CA
(37.87166448900007, -122.26772480899996)",09/29/2014,1,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000677,MANDARIN HOUSE RESTAURANT,"2519-D DURANT AVE
BERKELEY, CA
(37.86790330400004, -122.25851855599996)",09/22/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000024,M AND H MARKET,"3198 ADELINE ST
BERKELEY, CA
(37.85077016300005, -122.27080370599998)",11/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000110,MANHATTAN BAGEL,"1789 FOURTH ST
BERKELEY, CA
(37.870460355000034, -122.30075727199994)",12/27/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000395,MANPUKU,"2977 COLLEGE AVE
BERKELEY, CA
(37.85664449600006, -122.25298482)",04/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000267,MARINA LIQUORS,"1265 UNIVERSITY AVE
BERKELEY, CA
(37.869778204000056, -122.28754290399996)",09/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000418,MASSE'S PASTRIES,"1469 SHATTUCK AVE
BERKELEY, CA
(37.88085393700004, -122.26916516199998)",09/15/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001369,MCDONALD'S,"1198 SAN PABLO AVE
BERKELEY, CA
(37.882590425000046, -122.29659177299999)",02/03/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001372,MCDONALD'S,"1998 SHATTUCK AVE
BERKELEY, CA
(37.87237890400007, -122.26843461499999)",03/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000500,MCGEE AVE BAPTIST CHURCH,"1640 STUART ST
BERKELEY, CA
(37.85741306800003, -122.27564674699994)",04/17/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000177,MEAL TICKET,"1235 SAN PABLO AVE
BERKELEY, CA
(37.88102101700008, -122.29588657699998)",02/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000270,MEHAK INDIAN CUISINE,"2449 SACRAMENTO ST
BERKELEY, CA
(37.86241397100008, -122.28103481699998)",05/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001255,MENCHIE'S,"1862 EUCLID AVE
BERKELEY, CA
(37.875284959000055, -122.26021308399999)",05/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001300,MERCADO MAYA & DELI,"1704 UNIVERSITY AVE
BERKELEY, CA
(37.870913201000064, -122.27732562099999)",01/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000310,MICHELLE'S YOGURT & SWEETS,"2430 DURANT AVE
BERKELEY, CA
(37.86758563300003, -122.26067699499998)",11/06/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000278,MIDDLE EAST MARKET,"2054 SAN PABLO AVE
BERKELEY, CA
(37.86845417100005, -122.29203943399995)",06/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000005,MILAN  1099/1617,"990 UNIVERSITY AVE
BERKELEY, CA
(37.86853373900004, -122.29458449799995)",12/04/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000682,MINT LEAF,"1513 SHATTUCK AVE
BERKELEY, CA
(37.87979499000005, -122.26917553199996)",12/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000996,MINT LEAF VIETNAMESE RESTAURANT,"2865 7TH ST
BERKELEY, CA
(37.85325397500003, -122.29179632499995)",04/23/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000012,MI RANCHITO BAYSIDE MARKET,"2032 SAN PABLO AVE
BERKELEY, CA
(37.86853143500008, -122.29207252399999)",05/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001507,MISSION HEIRLOOM,"2085 VINE ST
BERKELEY, CA
(37.88016832900007, -122.26990262199996)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001362,MISSION HEIRLOOM,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",04/22/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000638,MISSOURI LOUNGE & CAFE,"2600 SAN PABLO AVE
BERKELEY, CA
(37.85917029700005, -122.28904202299998)",11/22/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000151,MITAMA,"3201 07 COLLEGE AVE
BERKELEY, CA
(37.86988305400007, -122.270536876)",02/24/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000280,MI TIERRA FOODS #2,"2082 SAN PABLO AVE
BERKELEY, CA
(37.86815118200008, -122.29195153399996)",11/06/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000225,MIYUKI JAPANESE RESTAURANT,"1695 SOLANO AVE
BERKELEY, CA
(37.89120834100004, -122.28281048299999)",09/29/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000646,MO'JOE CAFE,"2517 SACRAMENTO ST
BERKELEY, CA
(37.86158548000003, -122.28078016199999)",03/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000221,MOKKA,"3075 TELEGRAPH AVE
BERKELEY, CA
(37.85415556700008, -122.25994575499999)",02/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001145,MOMO MASALA,"2505-B HEARST AVE
BERKELEY, CA
(37.87513118100003, -122.25990386599995)",02/23/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0001143,MONTAGUE'S SANDWICHES,"2510 CHANNING WAY
BERKELEY, CA
(37.86695642400008, -122.25823233799997)",12/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000592,MONTE CRISTO TAQUERIA,"1446 UNIVERSITY AVE
BERKELEY, CA
(37.87017343600007, -122.28318612699996)",01/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000189,MONTEREY FISH MARKET,"1582 HOPKINS ST
BERKELEY, CA
(37.88182531000007, -122.28159712999997)",02/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000951,MONTEREY MARKET,"1550 HOPKINS ST
BERKELEY, CA
(37.881485387000055, -122.28227697599999)",02/18/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001318,MORELL'S BREAD,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",06/19/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000530,MOUNT EVEREST RESTURANT,"2598 TELEGRAPH AVE
BERKELEY, CA
(37.86341645600004, -122.25871396599996)",05/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001218,MOXY,"3136 SACRAMENTO ST
BERKELEY, CA
(37.85058234100006, -122.27848251199998)",04/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000538,MUDRACKERS,"2801 TELEGRAPH AVE
BERKELEY, CA
(37.85942610400008, -122.25919561899997)",04/07/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001478,MURACCI'S III,"2428 TELEGRAPH AVE
BERKELEY, CA
(37.86640317000007, -122.25876351399995)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000362,MUSASHIYA CORPORATION,"2126 DWIGHT WY
BERKELEY, CA
(37.86407325700003, -122.266415817)",04/24/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000771,MUSICAL OFFERING CAFE SHOP,"2430 BANCROFT WY
BERKELEY, CA
(37.86849341000004, -122.26074543799996)",01/07/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000392,NABOLOM,"2708 RUSSELL ST
BERKELEY, CA
(37.85848729000003, -122.25275052099994)",03/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001022,NAMASTE MADRAS INDIAN CUISINE,"2323 SHATTUCK AVE
BERKELEY, CA
(37.86718557000006, -122.26754505299999)",01/29/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000782,NANAYIRO RESTAURANT,"2399 SHATTUCK AVE
BERKELEY, CA
(37.86604365800008, -122.26741484499996)",01/29/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000030,NATION'S,"1800 UNIVERSITY AVE
BERKELEY, CA
(37.87122316500006, -122.27496574799994)",01/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000217,NATURE'S EXPRESS,"1823 SOLANO AVE
BERKELEY, CA
(37.891398467000045, -122.27924186599995)",12/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001312,NATURES EXPRESS,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",06/16/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001226,NEXT DOOR RESTAURANT,"3290 ADELINE ST
BERKELEY, CA
(37.84877325900004, -122.27155038499995)",06/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000290,NICK'S LOUNGE,"3218 ADELINE ST
BERKELEY, CA
(37.85012258100005, -122.27102033499995)",06/12/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000665,NINA'S CAFE,"2703 SEVENTH ST
BERKELEY, CA
(37.85678046500004, -122.29292751699995)",04/15/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001452,NINE THAI EATERY,"1269 UNIVERSITY AVE
BERKELEY, CA
(37.869792577000055, -122.28739295999998)",12/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000484,NINO'S,"1916 M L KING JR WY
BERKELEY, CA
(37.87273726300003, -122.27317394999994)",09/09/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000699,NOAH'S BAGELS/COL,"3170 COLLEGE AVE
BERKELEY, CA
(37.85150647100005, -122.25252390799994)",08/26/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000213,NOAH'S BAGELS/SOL,"1883 SOLANO AVE
BERKELEY, CA
(37.89148834500003, -122.27772200599998)",05/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000316,NOAH'S BAGELS/TEL,"2344 TELEGRAPH AVE
BERKELEY, CA
(37.86807397900003, -122.25910343699996)",11/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001292,NOMAD TIBETAN RESTAURANT,"1593 SOLANO AVE
BERKELEY, CA
(37.89109772200004, -122.28468063599996)",03/05/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000637,NORDIC HOUSE,"2709 SAN PABLO AVE
BERKELEY, CA
(37.85716187000003, -122.28819739999994)",06/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001416,NORIKONO JAPANESE RESTAURANT,"2556 TELEGRAPH AVE
BERKELEY, CA
(37.863925764000044, -122.25863330599998)",06/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000080,NORTH BERKELEY SENIOR CENTER,"1901 HEARST AVE
BERKELEY, CA
(37.87342748000003, -122.27267155499999)",04/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000459,NORTHSIDE CAFE,"1878 EUCLID AVE
BERKELEY, CA
(37.875284959000055, -122.26021308399999)",04/09/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001335,NOURISH YOU,"2701 8TH ST
BERKELEY, CA
(37.85694063200003, -122.29179712899997)",11/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000033,NUHA CAFE,"2115 MILVIA ST
BERKELEY, CA
(37.87036356300007, -122.27055481299999)",05/29/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000330,OASIS GRILL,"2114 CENTER ST
BERKELEY, CA
(37.87036356300007, -122.26749665799997)",12/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000450,OCEAN VIEW MARKET,"1468 SIXTH ST
BERKELEY, CA
(37.875400187000025, -122.30010162399998)",01/24/2011,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001287,ORCHARD SUPPLY HARDWARE,"1025 ASHBY AVE
BERKELEY, CA
(37.85174914700008, -122.28885775699996)",06/26/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000546,OSCAR'S,"1890 SHATTUCK AVE
BERKELEY, CA
(37.874047408000024, -122.26869387799997)",04/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001342,PACIFIC COOKIE COMPANY,"2309 TELEGRAPH AVE
BERKELEY, CA
(37.86835744000007, -122.25909537099994)",04/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000679,PANCHO'S MEXICAN RESTAURANT,"2521-B DURANT AVE
BERKELEY, CA
(37.86790896700006, -122.25847517199998)",02/19/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000934,"PANE QUOTIDIANO, LLC","91 SHATTUCK SQ
BERKELEY, CA
(37.87166834900006, -122.26829628599995)",04/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000054,PANINI,"2115 ALLSTON WY
BERKELEY, CA
(37.869528159000026, -122.26717286599995)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000548,PAPA JOHN PIZZA,"2222 SHATTUCK AVE
BERKELEY, CA
(37.86894610600007, -122.26809860399999)",01/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001063,PAPPY'S GRILL & SPORTS BAR,"2367 TELEGRAPH AVE
BERKELEY, CA
(37.86758771600006, -122.25893635599999)",12/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001343,PARIS BAGUETTE,"2150 SHATTUCK AVE
BERKELEY, CA
(37.87003401000004, -122.26800366199996)",11/24/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000426,PARTY SUSHI,"1776 SHATTUCK AVE
BERKELEY, CA
(37.87520660300004, -122.26883330399994)",12/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000370,PASTA BENE,"2565 TELEGRAPH AVE
BERKELEY, CA
(37.86386584600007, -122.25857569199997)",05/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001133,PATATAS,"724 ALLSTON WAY
BERKELEY, CA
(37.86484298100004, -122.29869353499998)",03/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001330,PATHOS RESTAURANT & BAR,"2430 SHATTUCK AVE
BERKELEY, CA
(37.86520479700005, -122.26771328599995)",02/19/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000598,PEET'S COFFEE & TEA/2160SHAT,"2160 SHATTUCK AVE
BERKELEY, CA
(37.86974478800005, -122.26803362099997)",01/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000348,PEET'S COFFEE & TEA/2257SHAT,"2257 SHATTUCK AVE
BERKELEY, CA
(37.868254887000035, -122.26763493099998)",02/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000571,PEET'S COFFEE & TEA/4TH,"1776 FOURTH ST
BERKELEY, CA
(37.87052027300007, -122.30084138899997)",04/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001027,PEET'S COFFEE & TEA/COL,"3200 COLLEGE AVE
BERKELEY, CA
(37.851118152000026, -122.252493948)",05/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000389,PEET'S COFFEE & TEA/DOM,"2916 DOMINGO AVE
BERKELEY, CA
(37.85874856200007, -122.24393364699995)",06/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000411,PEET'S COFFEE & TEA/SOL,"1825 SOLANO AVE
BERKELEY, CA
(37.891398467000045, -122.27924186599995)",12/15/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000366,PEET'S COFFEE & TEA/TEL,"2501 TELEGRAPH AVE
BERKELEY, CA
(37.86501812800003, -122.25843511299996)",05/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000422,PEET'S COFFEE & TEA/VINE,"2124 VINE ST
BERKELEY, CA
(37.88031351600006, -122.26835510699999)",11/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000064,PEOPLE'S COFFEE & TEA,"2015 SHATTUCK AVE
BERKELEY, CA
(37.87170366700008, -122.26772480899996)",02/26/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001431,PERDITION SMOKEHOUSE,"2050 UNIVERSITY AVE
BERKELEY, CA
(37.87191741600003, -122.26967676899994)",10/15/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0001098,PHALANGES LLC DBA SUYA,"2130 OXFORD ST
BERKELEY, CA
(37.87027714200008, -122.26594338199999)",03/09/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000986,PHIL'S SLIDER,"2024 SHATTUCK AVE
BERKELEY, CA
(37.87146744900008, -122.26834358499997)",02/17/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001463,PHILZ COFFEE,"1313 9TH ST
BERKELEY, CA
(37.87974715200005, -122.29796187399995)",11/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000627,PHILZ COFFEE INC.,"1600 SHATTUCK AVE
BERKELEY, CA
(37.878136856000026, -122.26914442099996)",04/22/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000369,PHO K & K,"2533 TELEGRAPH AVE
BERKELEY, CA
(37.864504210000064, -122.25847544299995)",05/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000161,PICANTE,"1328 6TH ST
BERKELEY, CA
(37.87824978000003, -122.30103151499998)",02/26/2011,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000400,PIC 'N PAC LIQUORS,"1296 SAN PABLO AVE
BERKELEY, CA
(37.880870069000025, -122.29603176399996)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001344,PIEOLOGY,"2468 TELEGRAPH AVE
BERKELEY, CA
(37.86562422800006, -122.25861371699995)",11/24/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000482,PIMAX INC. DBA C & M MEAT CO.,"2843 SAN PABLO AVE
BERKELEY, CA
(37.85435145500003, -122.28729746799996)",07/25/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
