CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
15003862,VEHICLE STOLEN,01/20/2015 12:00:00 AM,16:30,MOTOR VEHICLE THEFT,2,06/10/2015 03:30:10 AM,"2800 WOOLSEY ST
Berkeley, CA
(37.854025359000048, -122.25114693099999)",2800 WOOLSEY ST,Berkeley,CA
15090266,BURGLARY AUTO,02/12/2015 12:00:00 AM,20:20,BURGLARY - VEHICLE,4,06/10/2015 03:30:11 AM,"1800 FOURTH ST
Berkeley, CA
(37.869879605000051, -122.30064204399997)",1800 FOURTH ST,Berkeley,CA
15090047,THEFT MISD. (UNDER $950),01/09/2015 12:00:00 AM,13:30,LARCENY,5,06/10/2015 03:30:10 AM,"2000 ADDISON ST
Berkeley, CA
(37.870850479000069, -122.27050913599999)",2000 ADDISON ST,Berkeley,CA
15028925,BURGLARY AUTO,05/18/2015 12:00:00 AM,19:00,BURGLARY - VEHICLE,1,06/10/2015 03:30:09 AM,"1900 CHANNING WAY
Berkeley, CA
(37.865182904000051, -122.27201590699997)",1900 CHANNING WAY,Berkeley,CA
15006471,DISTURBANCE,02/01/2015 12:00:00 AM,11:00,DISORDERLY CONDUCT,0,06/10/2015 03:30:11 AM,"2100 KITTREDGE ST
Berkeley, CA
(37.868497966000064, -122.26767955199995)",2100 KITTREDGE ST,Berkeley,CA
15020244,SEXUAL ASSAULT FEL.,04/08/2015 12:00:00 AM,06:30,SEX CRIME,3,06/10/2015 03:30:13 AM,"1900 OXFORD ST
Berkeley, CA
(37.873887241000034, -122.26637433499997)",1900 OXFORD ST,Berkeley,CA
15002689,THEFT MISD. (UNDER $950),01/14/2015 12:00:00 AM,11:30,LARCENY,3,06/10/2015 03:30:10 AM,"1600 SAN PABLO AVE
Berkeley, CA
(37.875108244000046, -122.29418135899999)",1600 SAN PABLO AVE,Berkeley,CA
15009769,THEFT MISD. (UNDER $950),02/16/2015 12:00:00 AM,17:30,LARCENY,1,06/10/2015 03:30:11 AM,"1800 UNIVERSITY AVE
Berkeley, CA
(37.87122316500006, -122.27496574799994)",1800 UNIVERSITY AVE,Berkeley,CA
15090686,THEFT FELONY (OVER $950),04/29/2015 12:00:00 AM,13:00,LARCENY,3,06/10/2015 03:30:14 AM,"1700 UNIVERSITY AVE
Berkeley, CA
(37.870923572000038, -122.27730603299995)",1700 UNIVERSITY AVE,Berkeley,CA
14074510,BRANDISHING,12/21/2014 12:00:00 AM,22:24,WEAPONS OFFENSE,0,06/10/2015 03:30:09 AM,"VIRGINIA STREET &amp; TENTH ST
Berkeley, CA
(37.873222583000029, -122.29466902499996)",VIRGINIA STREET & TENTH ST,Berkeley,CA
15023244,FRAUD/FORGERY,03/23/2015 12:00:00 AM,17:00,FRAUD,1,06/10/2015 03:30:13 AM,"3000 DOHR ST
Berkeley, CA
(37.85309316300004, -122.28048287399997)",3000 DOHR ST,Berkeley,CA
15015723,FRAUD/FORGERY,03/15/2015 12:00:00 AM,12:00,FRAUD,0,06/10/2015 03:30:12 AM,"2700 DURANT AVE
Berkeley, CA
(37.868362981000075, -122.25437630099998)",2700 DURANT AVE,Berkeley,CA
15090830,BURGLARY AUTO,05/26/2015 12:00:00 AM,02:35,BURGLARY - VEHICLE,2,06/10/2015 03:30:09 AM,"900 SAN BENITO RD
Berkeley, CA
(37.892054116000054, -122.26920779599999)",900 SAN BENITO RD,Berkeley,CA
15013204,NARCOTICS,03/03/2015 12:00:00 AM,14:00,DRUG VIOLATION,2,06/10/2015 03:30:12 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.864457826000034, -122.25854806999996)",2500 TELEGRAPH AVE,Berkeley,CA
15090716,BURGLARY AUTO,05/05/2015 12:00:00 AM,05:00,BURGLARY - VEHICLE,2,06/10/2015 03:30:09 AM,"2200 WOOLSEY ST
Berkeley, CA
(37.852503195000054, -122.26379437599996)",2200 WOOLSEY ST,Berkeley,CA
15090798,VANDALISM,05/19/2015 12:00:00 AM,07:00,VANDALISM,2,06/10/2015 03:30:09 AM,"2400 MCGEE AVE
Berkeley, CA
(37.864337129000035, -122.27685433799996)",2400 MCGEE AVE,Berkeley,CA
15090193,THEFT MISD. (UNDER $950),01/31/2015 12:00:00 AM,01:00,LARCENY,6,06/10/2015 03:30:11 AM,"2300 PIEDMONT AVE
Berkeley, CA
(37.869508262000068, -122.25232244099999)",2300 PIEDMONT AVE,Berkeley,CA
15016433,BURGLARY AUTO,03/20/2015 12:00:00 AM,19:15,BURGLARY - VEHICLE,5,06/10/2015 03:30:13 AM,"1300 FOURTH ST
Berkeley, CA
(37.877921379000043, -122.30323237299996)",1300 FOURTH ST,Berkeley,CA
15002654,THEFT FROM AUTO,01/13/2015 12:00:00 AM,18:00,LARCENY - FROM VEHICLE,2,06/10/2015 03:30:10 AM,"1100 VIRGINIA ST
Berkeley, CA
(37.873434974000077, -122.29338912299994)",1100 VIRGINIA ST,Berkeley,CA
15012571,THEFT MISD. (UNDER $950),03/02/2015 12:00:00 AM,11:45,LARCENY,1,06/10/2015 03:30:12 AM,"900 HEINZ AVE
Berkeley, CA
(37.853470230000028, -122.29178679599994)",900 HEINZ AVE,Berkeley,CA
15025426,THEFT FROM AUTO,05/01/2015 12:00:00 AM,23:35,LARCENY - FROM VEHICLE,5,06/10/2015 03:30:09 AM,"700 SANTA BARBARA RD
Berkeley, CA
(37.897635677000039, -122.27170429299997)",700 SANTA BARBARA RD,Berkeley,CA
15014899,THEFT MISD. (UNDER $950),03/13/2015 12:00:00 AM,14:29,LARCENY,5,06/10/2015 03:30:12 AM,"2500 SHATTUCK AVE
Berkeley, CA
(37.863807079000026, -122.26742406399995)",2500 SHATTUCK AVE,Berkeley,CA
15016230,THEFT MISD. (UNDER $950),03/19/2015 12:00:00 AM,16:00,LARCENY,4,06/10/2015 03:30:12 AM,"1900 ALLSTON WAY
Berkeley, CA
(37.868759668000052, -122.27255959499996)",1900 ALLSTON WAY,Berkeley,CA
15019777,THEFT MISD. (UNDER $950),04/05/2015 12:00:00 AM,15:30,LARCENY,0,06/10/2015 03:30:13 AM,"2500 SHATTUCK AVE
Berkeley, CA
(37.863807079000026, -122.26742406399995)",2500 SHATTUCK AVE,Berkeley,CA
14073425,BURGLARY AUTO,12/16/2014 12:00:00 AM,08:31,BURGLARY - VEHICLE,2,06/10/2015 03:30:09 AM,"900 HEINZ AVE
Berkeley, CA
(37.853470230000028, -122.29178679599994)",900 HEINZ AVE,Berkeley,CA
15023863,NARCOTICS,04/24/2015 12:00:00 AM,17:59,DRUG VIOLATION,5,06/10/2015 03:30:14 AM,"SACRAMENTO STREET &amp; OREGON ST
Berkeley, CA
(37.856031462000033, -122.27966997199997)",SACRAMENTO STREET & OREGON ST,Berkeley,CA
15017407,FRAUD/FORGERY,03/25/2015 12:00:00 AM,15:20,FRAUD,3,06/10/2015 03:30:13 AM,"700 HEARST AVE
Berkeley, CA
(37.868606260000035, -122.30142119999999)",700 HEARST AVE,Berkeley,CA
15013433,THEFT MISD. (UNDER $950),02/20/2015 12:00:00 AM,15:36,LARCENY,5,06/10/2015 03:30:12 AM,"2000 KITTREDGE ST
Berkeley, CA
(37.86815348600004, -122.27004550499998)",2000 KITTREDGE ST,Berkeley,CA
15011135,ALCOHOL OFFENSE,02/23/2015 12:00:00 AM,15:09,LIQUOR LAW VIOLATION,1,06/10/2015 03:30:12 AM,"2400 DANA ST
Berkeley, CA
(37.866463089000035, -122.26107268599998)",2400 DANA ST,Berkeley,CA
15090779,VANDALISM,05/17/2015 12:00:00 AM,01:00,VANDALISM,0,06/10/2015 03:30:09 AM,"2100 CARLETON ST
Berkeley, CA
(37.861249974000032, -122.26686008599995)",2100 CARLETON ST,Berkeley,CA
15026403,BURGLARY RESIDENTIAL,05/06/2015 12:00:00 AM,18:30,BURGLARY - RESIDENTIAL,3,06/10/2015 03:30:09 AM,"700 PERALTA AVE
Berkeley, CA
(37.894571350000035, -122.28562345799998)",700 PERALTA AVE,Berkeley,CA
15090278,BURGLARY AUTO,02/19/2015 12:00:00 AM,19:45,BURGLARY - VEHICLE,4,06/10/2015 03:30:11 AM,"2700 MILVIA ST
Berkeley, CA
(37.859977183000069, -122.26945235599999)",2700 MILVIA ST,Berkeley,CA
15031383,THEFT FROM AUTO,05/28/2015 12:00:00 AM,20:00,LARCENY - FROM VEHICLE,4,06/10/2015 03:30:10 AM,"1600 TACOMA AVE
Berkeley, CA
(37.891110907000041, -122.28443230399995)",1600 TACOMA AVE,Berkeley,CA
15018367,BURGLARY COMMERCIAL,03/26/2015 12:00:00 AM,11:45,BURGLARY - COMMERCIAL,4,06/10/2015 03:30:13 AM,"1300 FOURTH ST
Berkeley, CA
(37.877921379000043, -122.30323237299996)",1300 FOURTH ST,Berkeley,CA
15013351,NARCOTICS,03/06/2015 12:00:00 AM,01:03,DRUG VIOLATION,5,06/10/2015 03:30:12 AM,"1000 ASHBY AVE
Berkeley, CA
(37.851613633000056, -122.28921371299998)",1000 ASHBY AVE,Berkeley,CA
15003737,VANDALISM,01/20/2015 12:00:00 AM,21:52,VANDALISM,2,06/10/2015 03:30:10 AM,"2400 BANCROFT WAY
Berkeley, CA
(37.868423120000045, -122.26125589899999)",2400 BANCROFT WAY,Berkeley,CA
15002190,ALCOHOL OFFENSE,01/12/2015 12:00:00 AM,21:43,LIQUOR LAW VIOLATION,1,06/10/2015 03:30:10 AM,"3000 HILLEGASS AVE
Berkeley, CA
(37.855656990000057, -122.25501398899996)",3000 HILLEGASS AVE,Berkeley,CA
15011404,BURGLARY RESIDENTIAL,02/24/2015 12:00:00 AM,10:45,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:12 AM,"1300 ADDISON ST
Berkeley, CA
(37.868873663000045, -122.28604608999996)",1300 ADDISON ST,Berkeley,CA
15004017,NARCOTICS,01/08/2015 12:00:00 AM,13:30,DRUG VIOLATION,4,06/10/2015 03:30:11 AM,"1900 ALLSTON WAY
Berkeley, CA
(37.868759668000052, -122.27255959499996)",1900 ALLSTON WAY,Berkeley,CA
15017306,BURGLARY RESIDENTIAL,03/24/2015 12:00:00 AM,00:25,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:13 AM,"2000 CALIFORNIA ST
Berkeley, CA
(37.870549123000046, -122.27977528299999)",2000 CALIFORNIA ST,Berkeley,CA
15090857,BURGLARY AUTO,05/26/2015 12:00:00 AM,11:15,BURGLARY - VEHICLE,2,06/10/2015 03:30:09 AM,"200 HILLCREST RD
Berkeley, CA
(37.852493977000051, -122.24347964799995)",200 HILLCREST RD,Berkeley,CA
15018909,SEXUAL ASSAULT MISD.,01/01/2015 12:00:00 AM,17:00,SEX CRIME,4,06/10/2015 03:30:13 AM,"2000 DWIGHT WAY
Berkeley, CA
(37.863643455000044, -122.26961570399999)",2000 DWIGHT WAY,Berkeley,CA
14073833,THEFT MISD. (UNDER $950),12/18/2014 12:00:00 AM,14:00,LARCENY,4,06/10/2015 03:30:09 AM,"2500 SAN PABLO AVE
Berkeley, CA
(37.860829583000054, -122.28960087999997)",2500 SAN PABLO AVE,Berkeley,CA
15016829,FRAUD/FORGERY,03/01/2015 12:00:00 AM,00:00,FRAUD,0,06/10/2015 03:30:13 AM,"2100 KITTREDGE ST
Berkeley, CA
(37.868497966000064, -122.26767955199995)",2100 KITTREDGE ST,Berkeley,CA
15019927,VANDALISM,04/06/2015 12:00:00 AM,12:00,VANDALISM,1,06/10/2015 03:30:13 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868493410000042, -122.25919331499995)",2300 TELEGRAPH AVE,Berkeley,CA
15090004,BURGLARY AUTO,01/03/2015 12:00:00 AM,20:00,BURGLARY - VEHICLE,6,06/10/2015 03:30:10 AM,"ELLSWORTH/BANCROFT STREET ST
Berkeley, CA
(37.86988305400007, -122.27053687599999)",ELLSWORTH/BANCROFT STREET ST,Berkeley,CA
15090524,THEFT MISD. (UNDER $950),03/31/2015 12:00:00 AM,13:00,LARCENY,2,06/10/2015 03:30:13 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15005145,THEFT MISD. (UNDER $950),01/27/2015 12:00:00 AM,14:40,LARCENY,2,06/10/2015 03:30:11 AM,"2300 SHATTUCK AVE
Berkeley, CA
(37.867116433000035, -122.26791378399997)",2300 SHATTUCK AVE,Berkeley,CA
15014987,DISTURBANCE,03/13/2015 12:00:00 AM,22:31,DISORDERLY CONDUCT,5,06/10/2015 03:30:12 AM,"1700 ADDISON ST
Berkeley, CA
(37.870002899000042, -122.27715623599994)",1700 ADDISON ST,Berkeley,CA
15023262,BRANDISHING,04/21/2015 12:00:00 AM,17:49,WEAPONS OFFENSE,2,06/10/2015 03:30:13 AM,"DURANT AVENUE &amp; DANA ST
Berkeley, CA
(37.867540922000046, -122.26125660899999)",DURANT AVENUE & DANA ST,Berkeley,CA
15090879,THEFT MISD. (UNDER $950),05/29/2015 12:00:00 AM,17:20,LARCENY,5,06/10/2015 03:30:10 AM,"2261 SHATTUCK AVE
Berkeley, CA
(37.868254887000035, -122.26763493099998)",2261 SHATTUCK AVE,Berkeley,CA
15007260,VANDALISM,01/31/2015 12:00:00 AM,21:00,VANDALISM,6,06/10/2015 03:30:11 AM,"200 OAKVALE AVE
Berkeley, CA
(37.855660552000074, -122.24564098799999)",200 OAKVALE AVE,Berkeley,CA
15024020,BURGLARY RESIDENTIAL,04/25/2015 12:00:00 AM,14:20,BURGLARY - RESIDENTIAL,6,06/10/2015 03:30:14 AM,"1400 HOLLY ST
Berkeley, CA
(37.879241837000052, -122.28181959899996)",1400 HOLLY ST,Berkeley,CA
15005502,VANDALISM,01/28/2015 12:00:00 AM,22:00,VANDALISM,3,06/10/2015 03:30:11 AM,"2200 DWIGHT WAY
Berkeley, CA
(37.86424379400006, -122.26505612499994)",2200 DWIGHT WAY,Berkeley,CA
14073968,THEFT MISD. (UNDER $950),12/19/2014 12:00:00 AM,10:52,LARCENY,5,06/10/2015 03:30:09 AM,"1600 KAINS AVE
Berkeley, CA
(37.875130553000076, -122.29312110099994)",1600 KAINS AVE,Berkeley,CA
15005336,ASSAULT/BATTERY MISD.,01/28/2015 12:00:00 AM,11:57,ASSAULT,3,06/10/2015 03:30:11 AM,"CENTER STREET &amp; SHATTUCK AVE
Berkeley, CA
(37.870321969000031, -122.26802765999997)",CENTER STREET & SHATTUCK AVE,Berkeley,CA
15025266,VEHICLE STOLEN,04/20/2015 12:00:00 AM,00:00,MOTOR VEHICLE THEFT,1,06/10/2015 03:30:14 AM,"1900 OXFORD ST
Berkeley, CA
(37.873887241000034, -122.26637433499997)",1900 OXFORD ST,Berkeley,CA
15005598,THEFT MISD. (UNDER $950),01/29/2015 12:00:00 AM,16:11,LARCENY,4,06/10/2015 03:30:11 AM,"2400 BANCROFT WAY
Berkeley, CA
(37.868423120000045, -122.26125589899999)",2400 BANCROFT WAY,Berkeley,CA
15016889,DISTURBANCE,03/22/2015 12:00:00 AM,23:33,DISORDERLY CONDUCT,0,06/10/2015 03:30:13 AM,"DWIGHT WAY &amp; VALLEY ST
Berkeley, CA
(37.861850404000052, -122.28378840099998)",DWIGHT WAY & VALLEY ST,Berkeley,CA
15011533,BURGLARY RESIDENTIAL,02/19/2015 12:00:00 AM,12:00,BURGLARY - RESIDENTIAL,4,06/10/2015 03:30:12 AM,"600 SANTA ROSA AVE
Berkeley, CA
(37.897255879000056, -122.28234101399994)",600 SANTA ROSA AVE,Berkeley,CA
15029339,VEHICLE STOLEN,05/21/2015 12:00:00 AM,09:30,MOTOR VEHICLE THEFT,4,06/10/2015 03:30:09 AM,"2000 LOS ANGELES AVE
Berkeley, CA
(37.890023795000047, -122.27166215599999)",2000 LOS ANGELES AVE,Berkeley,CA
15090543,IDENTITY THEFT,01/12/2015 12:00:00 AM,20:35,FRAUD,1,06/10/2015 03:30:13 AM,"900 HILLDALE AVE
Berkeley, CA
(37.895737961000066, -122.26336918399994)",900 HILLDALE AVE,Berkeley,CA
15004415,THEFT FROM PERSON,01/24/2015 12:00:00 AM,00:58,LARCENY,6,06/10/2015 03:30:10 AM,"BANCROFT WAY &amp; TELEGRAPH AVE
Berkeley, CA
(37.868732166000029, -122.25920625099997)",BANCROFT WAY & TELEGRAPH AVE,Berkeley,CA
15012021,BURGLARY RESIDENTIAL,02/27/2015 12:00:00 AM,08:45,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:12 AM,"3100 COLLEGE AVE
Berkeley, CA
(37.853666999000041, -122.25275436399994)",3100 COLLEGE AVE,Berkeley,CA
15020451,THEFT MISD. (UNDER $950),04/08/2015 12:00:00 AM,23:00,LARCENY,3,06/10/2015 03:30:13 AM,"2600 DURANT AVE
Berkeley, CA
(37.868132745000025, -122.25633565599998)",2600 DURANT AVE,Berkeley,CA
15007462,THEFT MISD. (UNDER $950),02/04/2015 12:00:00 AM,21:00,LARCENY,3,06/10/2015 03:30:11 AM,"2700 SACRAMENTO ST
Berkeley, CA
(37.858433989000048, -122.28022245799997)",2700 SACRAMENTO ST,Berkeley,CA
15090423,THEFT FELONY (OVER $950),03/14/2015 12:00:00 AM,00:00,LARCENY,6,06/10/2015 03:30:12 AM,"3100 COLLEGE AVE
Berkeley, CA
(37.853666999000041, -122.25275436399994)",3100 COLLEGE AVE,Berkeley,CA
15022664,THEFT MISD. (UNDER $950),04/18/2015 12:00:00 AM,14:45,LARCENY,6,06/10/2015 03:30:13 AM,"1550 MONTEREY AVE
Berkeley, CA
(37.88602181400006, -122.28014836599999)",1550 MONTEREY AVE,Berkeley,CA
15002863,BURGLARY RESIDENTIAL,01/16/2015 12:00:00 AM,05:02,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:10 AM,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862934802000041, -122.25878425499997)",2600 TELEGRAPH AVE,Berkeley,CA
15005332,ASSAULT/BATTERY MISD.,01/28/2015 12:00:00 AM,11:55,ASSAULT,3,06/10/2015 03:30:11 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15003459,BURGLARY RESIDENTIAL,01/18/2015 12:00:00 AM,02:30,BURGLARY - RESIDENTIAL,0,06/10/2015 03:30:10 AM,"2000 CHANNING WAY
Berkeley, CA
(37.86546290800004, -122.26975512999996)",2000 CHANNING WAY,Berkeley,CA
15021762,BURGLARY RESIDENTIAL,04/14/2015 12:00:00 AM,08:50,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:13 AM,"2800 REGENT ST
Berkeley, CA
(37.859586271000069, -122.25702356799997)",2800 REGENT ST,Berkeley,CA
15032549,ROBBERY,06/05/2015 12:00:00 AM,21:31,ROBBERY,5,06/10/2015 03:30:10 AM,"800 UNIVERSITY AVE
Berkeley, CA
(37.86767298500007, -122.29848381999994)",800 UNIVERSITY AVE,Berkeley,CA
14073418,THEFT MISD. (UNDER $950),12/12/2014 12:00:00 AM,11:11,LARCENY,5,06/10/2015 03:30:09 AM,"2100 ROOSEVELT AVE
Berkeley, CA
(37.870048713000074, -122.27628126599996)",2100 ROOSEVELT AVE,Berkeley,CA
15014329,DISTURBANCE,02/10/2015 12:00:00 AM,00:00,DISORDERLY CONDUCT,2,06/10/2015 03:30:12 AM,"2500 BENVENUE AVE
Berkeley, CA
(37.864946686000053, -122.25517415599995)",2500 BENVENUE AVE,Berkeley,CA
15013109,NARCOTICS,02/28/2015 12:00:00 AM,12:00,DRUG VIOLATION,6,06/10/2015 03:30:12 AM,"2400 SHATTUCK AVE
Berkeley, CA
(37.865694308000059, -122.26764102399994)",2400 SHATTUCK AVE,Berkeley,CA
15007611,FRAUD/FORGERY,02/06/2015 12:00:00 AM,23:45,FRAUD,5,06/10/2015 03:30:11 AM,"2200 SHATTUCK AVE
Berkeley, CA
(37.869098358000031, -122.26811428099995)",2200 SHATTUCK AVE,Berkeley,CA
15090890,BURGLARY AUTO,06/02/2015 12:00:00 AM,22:00,BURGLARY - VEHICLE,2,06/10/2015 03:30:10 AM,"1300 ACTON ST
Berkeley, CA
(37.882063324000057, -122.28495269099994)",1300 ACTON ST,Berkeley,CA
15029220,VEHICLE RECOVERED,05/20/2015 12:00:00 AM,18:51,RECOVERED VEHICLE,3,06/10/2015 03:30:09 AM,"6400 ESSEX ST
Berkeley, CA
(37.853592320000075, -122.26796091999995)",6400 ESSEX ST,Berkeley,CA
15024234,THEFT MISD. (UNDER $950),04/26/2015 12:00:00 AM,16:40,LARCENY,0,06/10/2015 03:30:14 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868493410000042, -122.25919331499995)",2300 TELEGRAPH AVE,Berkeley,CA
15012914,BURGLARY RESIDENTIAL,03/04/2015 12:00:00 AM,05:00,BURGLARY - RESIDENTIAL,3,06/10/2015 03:30:12 AM,"2700 PRINCE ST
Berkeley, CA
(37.854863068000043, -122.25254810599995)",2700 PRINCE ST,Berkeley,CA
15090835,BURGLARY AUTO,05/22/2015 12:00:00 AM,20:15,BURGLARY - VEHICLE,5,06/10/2015 03:30:09 AM,"100 POPLAR ST
Berkeley, CA
(37.897427509000067, -122.26666004699996)",100 POPLAR ST,Berkeley,CA
15007828,DOMESTIC VIOLENCE,02/08/2015 12:00:00 AM,00:57,FAMILY OFFENSE,0,06/10/2015 03:30:11 AM,"2000 BANCROFT WAY
Berkeley, CA
(37.867283514000064, -122.26987611899995)",2000 BANCROFT WAY,Berkeley,CA
15025775,BURGLARY COMMERCIAL,05/03/2015 12:00:00 AM,23:36,BURGLARY - COMMERCIAL,0,06/10/2015 03:30:09 AM,"2400 RUSSELL ST
Berkeley, CA
(37.857642332000069, -122.25935813099994)",2400 RUSSELL ST,Berkeley,CA
15001365,VANDALISM,01/05/2015 12:00:00 AM,00:01,VANDALISM,1,06/10/2015 03:30:10 AM,"2100 BLAKE ST
Berkeley, CA
(37.863069070000051, -122.26706837899997)",2100 BLAKE ST,Berkeley,CA
15011827,BURGLARY AUTO,02/26/2015 12:00:00 AM,18:30,BURGLARY - VEHICLE,4,06/10/2015 03:30:12 AM,"2400 DURANT AVE
Berkeley, CA
(37.867563518000054, -122.26081572799995)",2400 DURANT AVE,Berkeley,CA
15090280,THEFT FELONY (OVER $950),02/19/2015 12:00:00 AM,10:30,LARCENY,4,06/10/2015 03:30:11 AM,"2100 ASHBY AVE
Berkeley, CA
(37.855281948000027, -122.26639932499995)",2100 ASHBY AVE,Berkeley,CA
15090390,BURGLARY AUTO,03/07/2015 12:00:00 AM,17:40,BURGLARY - VEHICLE,6,06/10/2015 03:30:12 AM,"200 MARINA BLVD
Berkeley, CA
(37.86865472900007, -122.31315812899999)",200 MARINA BLVD,Berkeley,CA
15003712,VANDALISM,01/20/2015 12:00:00 AM,17:00,VANDALISM,2,06/10/2015 03:30:10 AM,"900 PARKER ST
Berkeley, CA
(37.85843488900008, -122.29339007199997)",900 PARKER ST,Berkeley,CA
15029608,BURGLARY RESIDENTIAL,05/22/2015 12:00:00 AM,12:30,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:09 AM,"2400 MCGEE AVE
Berkeley, CA
(37.864337129000035, -122.27685433799996)",2400 MCGEE AVE,Berkeley,CA
14074788,DISTURBANCE,12/23/2014 12:00:00 AM,13:59,DISORDERLY CONDUCT,2,06/10/2015 03:30:09 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.864457826000034, -122.25854806999996)",2500 TELEGRAPH AVE,Berkeley,CA
15024538,BURGLARY RESIDENTIAL,04/28/2015 12:00:00 AM,07:23,BURGLARY - RESIDENTIAL,2,06/10/2015 03:30:14 AM,"800 CONTRA COSTA AVE
Berkeley, CA
(37.894646750000049, -122.27612609599998)",800 CONTRA COSTA AVE,Berkeley,CA
15011065,VEHICLE STOLEN,02/22/2015 12:00:00 AM,05:52,MOTOR VEHICLE THEFT,0,06/10/2015 03:30:12 AM,"1700 FOURTH ST
Berkeley, CA
(37.871778117000076, -122.30124167999998)",1700 FOURTH ST,Berkeley,CA
15001177,THEFT MISD. (UNDER $950),01/06/2015 12:00:00 AM,12:00,LARCENY,2,06/10/2015 03:30:10 AM,"2200 BANCROFT WAY
Berkeley, CA
(37.867853893000074, -122.26565531099999)",2200 BANCROFT WAY,Berkeley,CA
15090620,THEFT MISD. (UNDER $950),04/17/2015 12:00:00 AM,18:50,LARCENY,5,06/10/2015 03:30:13 AM,"DURANT AVENUE &amp; TELEGRAPH AVE
Berkeley, CA
(37.867811055000061, -122.25901582899996)",DURANT AVENUE & TELEGRAPH AVE,Berkeley,CA
15005680,ALCOHOL OFFENSE,01/29/2015 12:00:00 AM,22:15,LIQUOR LAW VIOLATION,4,06/10/2015 03:30:11 AM,"3200 ADELINE ST
Berkeley, CA
(37.850381844000026, -122.27093045699996)",3200 ADELINE ST,Berkeley,CA
15024079,VEHICLE STOLEN,04/24/2015 12:00:00 AM,20:30,MOTOR VEHICLE THEFT,5,06/10/2015 03:30:14 AM,"400 GILMAN ST
Berkeley, CA
(37.877793476000079, -122.30891427499995)",400 GILMAN ST,Berkeley,CA
15028432,ALCOHOL OFFENSE,05/16/2015 12:00:00 AM,21:37,LIQUOR LAW VIOLATION,6,06/10/2015 03:30:09 AM,"SHATTUCK AVENUE &amp; HASTE ST
Berkeley, CA
(37.864883871000075, -122.26750953499999)",SHATTUCK AVENUE & HASTE ST,Berkeley,CA
15024618,ALCOHOL OFFENSE,04/28/2015 12:00:00 AM,13:23,LIQUOR LAW VIOLATION,2,06/10/2015 03:30:14 AM,"2700 COLLEGE AVE
Berkeley, CA
(37.861646551000035, -122.25353330599995)",2700 COLLEGE AVE,Berkeley,CA
15027350,VEHICLE STOLEN,05/11/2015 12:00:00 AM,19:50,MOTOR VEHICLE THEFT,1,06/10/2015 03:30:09 AM,"2600 WARRING ST
Berkeley, CA
(37.863937287000056, -122.25028387199995)",2600 WARRING ST,Berkeley,CA
15004396,2ND RESPONSE,01/23/2015 12:00:00 AM,23:44,NOISE VIOLATION,5,06/10/2015 03:30:11 AM,"2800 CHANNING WAY
Berkeley, CA
(37.867644494000047, -122.25266528399999)",2800 CHANNING WAY,Berkeley,CA
15010531,FRAUD/FORGERY,02/19/2015 12:00:00 AM,16:25,FRAUD,4,06/10/2015 03:30:12 AM,"1260 SOUTH LOOP RD
Berkeley, CA
(37.86988305400007, -122.27053687599999)",1260 SOUTH LOOP RD,Berkeley,CA
15025536,THEFT MISD. (UNDER $950),05/02/2015 12:00:00 AM,14:50,LARCENY,6,06/10/2015 03:30:09 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868493410000042, -122.25919331499995)",2300 TELEGRAPH AVE,Berkeley,CA
15011984,ASSAULT/BATTERY MISD.,02/27/2015 12:00:00 AM,16:20,ASSAULT,5,06/10/2015 03:30:12 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15003165,ASSAULT/BATTERY MISD.,01/17/2015 12:00:00 AM,19:00,ASSAULT,6,06/10/2015 03:30:10 AM,"2000 SAN PABLO AVE
Berkeley, CA
(37.868801069000028, -122.29215203199999)",2000 SAN PABLO AVE,Berkeley,CA
15012531,THEFT MISD. (UNDER $950),03/02/2015 12:00:00 AM,07:00,LARCENY,1,06/10/2015 03:30:12 AM,"3100 DEAKIN ST
Berkeley, CA
(37.853494157000057, -122.26199335999996)",3100 DEAKIN ST,Berkeley,CA
15029182,BURGLARY AUTO,05/19/2015 12:00:00 AM,09:30,BURGLARY - VEHICLE,2,06/10/2015 03:30:09 AM,"3000 HALCYON CT
Berkeley, CA
(37.854928476000055, -122.26110158299997)",3000 HALCYON CT,Berkeley,CA
