Academic Yr,Semester Nm,Instructional Format Nm,Course Subject Short Nm,Enrollment Cnt,Offerings,EnrollPerOff,NA,Units
2004-05,Fall,Lecture,Chemical Engineering,665,18,36.94444444,171,2256
2009-10,Fall,Seminar,Law,947,53,17.86792453,171,2256
2015-16,Fall,Lecture,Comparative Literature,568,30,18.93333333,171,2254
2011-12,Spring,Lecture,Japanese,489,29,16.86206897,171,2254
2008-09,Fall,Lecture,Peace & Conflict Studies,603,8,75.375,171,2254
2009-10,Fall,Lecture,Theater Dance & Perf Stds,629,26,24.19230769,171,2253
2006-07,Spring,Lecture,Art Practice,566,26,21.76923077,171,2252
2005-06,Fall,Recitation,Spanish,450,21,21.42857143,171,2250
2003-04,Fall,Lecture,Public Policy,686,27,25.40740741,171,2246
2008-09,Spring,Recitation,Spanish,449,21,21.38095238,171,2245
2003-04,Fall,Lecture,German,561,37,15.16216216,171,2243
2015-16,Fall,Lecture,Environ Econ & Policy,575,10,57.5,171,2241
2012-13,Fall,Lecture,Asian American Studies,560,12,46.66666667,171,2240
2007-08,Spring,Lecture,Public Policy,649,14,46.35714286,171,2238
2013-14,Spring,Lecture,Environ Econ & Policy,603,12,50.25,171,2232
2008-09,Spring,Lecture,Bioengineering,569,19,29.94736842,171,2231
2010-11,Spring,Lecture,German,529,32,16.53125,171,2231
2006-07,Spring,Recitation,Spanish,446,21,21.23809524,171,2230
2009-10,Spring,Lecture,Linguistics,590,20,29.5,171,2229
2004-05,Spring,Lecture,Chinese,585,29,20.17241379,171,2228
2005-06,Spring,Lecture,Chinese,582,30,19.4,171,2225
2007-08,Fall,Lecture,Peace & Conflict Studies,577,7,82.42857143,171,2225
2015-16,Spring,Lecture,Comparative Literature,556,30,18.53333333,171,2224
2011-12,Fall,Laboratory,Physical Education,4448,125,35.584,171,2224
2003-04,Fall,Lecture,Chemical Engineering,665,17,39.11764706,171,2222
2011-12,Spring,Lecture,Chinese,510,29,17.5862069,171,2222
2012-13,Fall,Lecture,Art Practice,558,24,23.25,171,2220
2011-12,Spring,Lecture,Theater Dance & Perf Stds,578,27,21.40740741,171,2217
2010-11,Fall,Lecture,Peace & Conflict Studies,614,9,68.22222222,171,2213
2011-12,Spring,Seminar,History,522,61,8.557377049,171,2212.5
2005-06,Spring,Lecture,Art Practice,556,25,22.24,171,2212
2013-14,Spring,Lecture,History of Art,553,21,26.33333333,171,2212
2014-15,Fall,Lecture,History of Art,553,22,25.13636364,171,2212
2012-13,Spring,Lecture,City & Regional Planning,632,18,35.11111111,171,2211
2011-12,Summer,Lecture,Statistics,622,8,77.75,171,2211
2003-04,Spring,Lecture,Earth & Planetary Science,957,26,36.80769231,171,2210
2012-13,Fall,Laboratory,Physical Education,4419,120,36.825,171,2209.5
2011-12,Fall,Lecture,Earth & Planetary Science,775,31,25,171,2209
2014-15,Fall,Lecture,Peace & Conflict Studies,586,11,53.27272727,171,2206
2014-15,Fall,Laboratory,Physical Education,4410,139,31.72661871,171,2205
2003-04,Spring,Lecture,Asian American Studies,551,13,42.38461538,171,2204
2008-09,Fall,Lecture,Italian Studies,495,21,23.57142857,171,2204
2011-12,Fall,Lecture,Italian Studies,494,28,17.64285714,171,2204
2006-07,Spring,Seminar,Law,827,65,12.72307692,171,2202
2009-10,Fall,Lecture,Peace & Conflict Studies,594,9,66,171,2202
2012-13,Spring,Lecture,Optometry,828,12,69,171,2201
2006-07,Fall,Lecture,Media Studies,553,4,138.25,171,2200
2011-12,Fall,Recitation,Spanish,440,22,20,171,2200
2013-14,Fall,Lecture,Ethnic Studies,552,10,55.2,171,2199
2014-15,Spring,Laboratory,Physical Education,4397,137,32.09489051,171,2198.5
2012-13,Spring,Lecture,Comparative Literature,549,40,13.725,171,2196
2009-10,Fall,Lecture,German,539,38,14.18421053,171,2194
2011-12,Spring,Lecture,Environ Econ & Policy,617,11,56.09090909,171,2193
2006-07,Spring,Seminar,History,513,68,7.544117647,171,2193
2004-05,Spring,Lecture,Art Practice,551,27,20.40740741,171,2192
2012-13,Fall,Lecture,Film,548,22,24.90909091,171,2192
2006-07,Fall,Lecture,Peace & Conflict Studies,596,6,99.33333333,171,2191
2012-13,Spring,Laboratory,Physical Education,4381,124,35.33064516,171,2190.5
2003-04,Fall,Seminar,History,584,78,7.487179487,171,2189
2004-05,Spring,Lecture,German,551,34,16.20588235,171,2188
2005-06,Spring,Seminar,History,554,80,6.925,171,2185.5
2011-12,Spring,Lecture,Industrial Eng & Ops Rsch,713,14,50.92857143,171,2183
2011-12,Spring,Lecture,Optometry,775,11,70.45454545,171,2181.5
2014-15,Spring,Lecture,History of Art,545,19,28.68421053,171,2180
2009-10,Fall,Lecture,Art Practice,547,24,22.79166667,171,2179
2007-08,Summer,Lecture,Biology,713,3,237.6666667,171,2177
2005-06,Spring,Lecture,Earth & Planetary Science,946,20,47.3,171,2177
2005-06,Spring,Lecture,Asian American Studies,548,15,36.53333333,171,2175
2011-12,Fall,Lecture,Environ Econ & Policy,587,12,48.91666667,171,2175
2010-11,Spring,Lecture,Art Practice,546,25,21.84,171,2172
2003-04,Fall,Lecture,Classics,543,13,41.76923077,171,2172
2014-15,Spring,Lecture,African American Studies,581,22,26.40909091,171,2169
2009-10,Fall,Laboratory,Physical Education,4337,113,38.38053097,171,2168.5
2014-15,Fall,Lecture,Korean,474,24,19.75,171,2167
2014-15,Fall,Lecture,Comparative Literature,545,36,15.13888889,171,2166
2015-16,Spring,Laboratory,Physical Education,4332,138,31.39130435,171,2166
2013-14,Spring,Lecture,Plant Biology,767,21,36.52380952,171,2163.5
2010-11,Spring,Lecture,Optometry,770,11,70,171,2161
2011-12,Spring,Laboratory,Physical Education,4319,124,34.83064516,171,2159.5
2013-14,Spring,Laboratory,Physical Education,4318,136,31.75,171,2159
2009-10,Spring,Lecture,Art Practice,541,25,21.64,171,2158
2003-04,Summer,Lecture,Physics,539,6,89.83333333,171,2156
2008-09,Spring,Lecture,Asian American Studies,545,13,41.92307692,171,2152
2012-13,Fall,Lecture,International & Area Stds,545,15,36.33333333,171,2152
2007-08,Spring,Seminar,English,555,36,15.41666667,171,2151
2014-15,Spring,Lecture,Asian American Studies,547,15,36.46666667,171,2147
2014-15,Spring,Lecture,International & Area Stds,537,16,33.5625,171,2147
2014-15,Spring,Lecture,Gender & Womens Studies,575,11,52.27272727,171,2146
2012-13,Spring,Lecture,Environ Econ & Policy,612,10,61.2,171,2143
2008-09,Spring,Seminar,Law,935,98,9.540816327,171,2142
2007-08,Spring,Lecture,Industrial Eng & Ops Rsch,708,17,41.64705882,171,2139
2011-12,Spring,Lecture,Asian American Studies,541,15,36.06666667,171,2135
2012-13,Fall,Lecture,Peace & Conflict Studies,571,10,57.1,171,2135
2011-12,Fall,Lecture,Theater Dance & Perf Stds,585,25,23.4,171,2134
2005-06,Fall,Lecture,Italian Studies,459,21,21.85714286,171,2133
2013-14,Spring,Lecture,Asian American Studies,544,13,41.84615385,171,2132
2015-16,Fall,Lecture,Landscape Arch & Env Plan,589,19,31,171,2132
2015-16,Spring,Lecture,Environ Econ & Policy,570,10,57,171,2129
2015-16,Fall,Lecture,International & Area Stds,535,16,33.4375,171,2128
2009-10,Fall,Lecture,Italian Studies,486,20,24.3,171,2127
2012-13,Spring,Lecture,German,500,30,16.66666667,171,2125
2009-10,Spring,Lecture,Optometry,762,11,69.27272727,171,2122.5
2015-16,Fall,Lecture,Peace & Conflict Studies,568,9,63.11111111,171,2121
2007-08,Summer,Lecture,Political Science,530,9,58.88888889,171,2120
2004-05,Summer,Lecture,Sociology,530,13,40.76923077,171,2120
2012-13,Spring,Recitation,Spanish,424,21,20.19047619,171,2120
2008-09,Fall,Lecture,Theater Dance & Perf Stds,595,33,18.03030303,171,2120
2012-13,Fall,Lecture,Environ Econ & Policy,573,11,52.09090909,171,2117
2011-12,Summer,Lecture,Physics,529,6,88.16666667,171,2116
2007-08,Spring,Seminar,History,485,64,7.578125,171,2114.5
2008-09,Fall,Seminar,History,547,71,7.704225352,171,2114
2004-05,Spring,Lecture,Geography,560,16,35,171,2113
2006-07,Fall,Seminar,English,595,34,17.5,171,2109
2006-07,Spring,Lecture,Italian Studies,485,27,17.96296296,171,2109
2012-13,Spring,Lecture,African American Studies,576,23,25.04347826,171,2106
2010-11,Summer,Lecture,Biology,676,3,225.3333333,171,2102
2012-13,Spring,Lecture,College Writing Programs,441,31,14.22580645,171,2102
2010-11,Fall,Laboratory,Physical Education,4201,114,36.85087719,171,2100.5
2010-11,Spring,Lecture,Bioengineering,564,20,28.2,171,2097
2005-06,Spring,Seminar,Law,737,65,11.33846154,171,2096
2004-05,Spring,Lecture,Film,538,19,28.31578947,171,2094
2010-11,Spring,Seminar,History,483,61,7.918032787,171,2093.5
2006-07,Fall,Lecture,International & Area Stds,638,15,42.53333333,171,2093
2012-13,Summer,Lecture,College Writing Programs,801,37,21.64864865,171,2092
2005-06,Spring,Seminar,English,578,38,15.21052632,171,2092
2010-11,Fall,Lecture,Italian Studies,476,24,19.83333333,171,2092
2006-07,Spring,Lecture,Asian American Studies,526,14,37.57142857,171,2088
2012-13,Fall,Lecture,College Writing Programs,465,33,14.09090909,171,2088
2010-11,Fall,Lecture,Ethnic Studies,522,6,87,171,2088
2010-11,Spring,Lecture,Plant Biology,783,18,43.5,171,2087.5
2003-04,Summer,Lecture,Philosophy,521,13,40.07692308,171,2084
2005-06,Summer,Lecture,Physics,521,6,86.83333333,171,2084
2015-16,Fall,Lecture,African American Studies,576,20,28.8,171,2082
2013-14,Fall,Lecture,Landscape Arch & Env Plan,593,19,31.21052632,171,2082
2011-12,Fall,Lecture,Optometry,672,10,67.2,171,2082
2011-12,Spring,Seminar,Law,907,68,13.33823529,171,2080
2008-09,Spring,Lecture,Optometry,745,11,67.72727273,171,2078
2011-12,Spring,Lecture,Plant Biology,766,21,36.47619048,171,2074.5
2013-14,Spring,Lecture,Art Practice,520,25,20.8,171,2074
2013-14,Fall,Lecture,Film,518,21,24.66666667,171,2072
2003-04,Spring,Lecture,Interdepartmental Studies,771,4,192.75,171,2072
2009-10,Summer,Lecture,Physics,518,6,86.33333333,171,2072
2011-12,Fall,Lecture,College Writing Programs,450,32,14.0625,171,2071
2013-14,Spring,Lecture,International & Area Stds,519,12,43.25,171,2070
2013-14,Fall,Lecture,Korean,449,22,20.40909091,171,2069
2008-09,Spring,Lecture,Theater Dance & Perf Stds,575,28,20.53571429,171,2069
2003-04,Spring,Lecture,Film,573,23,24.91304348,171,2065
2011-12,Fall,Lecture,Gender & Womens Studies,549,16,34.3125,171,2065
2009-10,Spring,Lecture,International & Area Stds,578,10,57.8,171,2064
2010-11,Spring,Lecture,Gender & Womens Studies,541,16,33.8125,171,2063
2013-14,Spring,Lecture,Comparative Literature,515,36,14.30555556,171,2060
2006-07,Fall,Lecture,Italian Studies,469,23,20.39130435,171,2060
2007-08,Spring,Lecture,City & Regional Planning,620,19,32.63157895,171,2059
2014-15,Spring,Lecture,Chinese,464,29,16,171,2057
2015-16,Spring,Lecture,City & Regional Planning,593,18,32.94444444,171,2056
2010-11,Spring,Lecture,Ethnic Studies,514,10,51.4,171,2056
2011-12,Fall,Lecture,International & Area Stds,524,12,43.66666667,171,2056
2008-09,Spring,Lecture,Chemical Engineering,619,15,41.26666667,171,2055
2003-04,Summer,Lecture,English,685,17,40.29411765,171,2055
2014-15,Spring,Lecture,German,478,30,15.93333333,171,2055
2005-06,Fall,Lecture,Chemical Engineering,602,15,40.13333333,171,2054
2012-13,Fall,Lecture,Optometry,661,10,66.1,171,2054
2003-04,Fall,Seminar,English,597,38,15.71052632,171,2053
2003-04,Spring,Lecture,Spanish,680,35,19.42857143,171,2052
2011-12,Spring,Recitation,Spanish,410,20,20.5,171,2050
2014-15,Spring,Lecture,Korean,465,21,22.14285714,171,2047
2004-05,Spring,Seminar,English,558,35,15.94285714,171,2046
2003-04,Spring,Lecture,Public Policy,538,15,35.86666667,171,2046
2014-15,Fall,Lecture,Landscape Arch & Env Plan,572,19,30.10526316,171,2045
2003-04,Fall,Lecture,Asian American Studies,511,13,39.30769231,171,2044
2014-15,Fall,Lecture,African American Studies,576,21,27.42857143,171,2043
2015-16,Spring,Seminar,History,626,64,9.78125,171,2042
2014-15,Fall,Lecture,German,496,33,15.03030303,171,2041
2004-05,Spring,Seminar,Law,774,50,15.48,171,2041
2007-08,Spring,Lecture,Media Studies,585,5,117,171,2040
2013-14,Spring,Seminar,History,497,60,8.283333333,171,2039.5
2005-06,Spring,Lecture,Public Policy,570,22,25.90909091,171,2039
2014-15,Spring,Lecture,Bioengineering,543,22,24.68181818,171,2037
2011-12,Spring,Lecture,City & Regional Planning,575,16,35.9375,171,2037
2009-10,Spring,Lecture,Industrial Eng & Ops Rsch,667,17,39.23529412,171,2037
2004-05,Fall,Lecture,Asian American Studies,509,12,42.41666667,171,2036
2010-11,Summer,Lecture,Physics,509,6,84.83333333,171,2036
2009-10,Fall,Lecture,Chemical Engineering,560,14,40,171,2035
2013-14,Spring,Lecture,Optometry,775,11,70.45454545,171,2034.5
2006-07,Fall,Seminar,History,533,59,9.033898305,171,2033.5
2009-10,Summer,Lecture,Biology,669,3,223,171,2033
2004-05,Fall,Lecture,Earth & Planetary Science,786,30,26.2,171,2033
2015-16,Fall,Lecture,Asian American Studies,508,11,46.18181818,171,2032
2015-16,Fall,Lecture,German,485,35,13.85714286,171,2032
2008-09,Fall,Lecture,Environ Econ & Policy,545,9,60.55555556,171,2029
2010-11,Spring,Laboratory,Physical Education,4046,109,37.11926606,171,2023
2009-10,Spring,Lecture,Slavic Languages & Lit,540,34,15.88235294,171,2023
2012-13,Spring,Lecture,Japanese,440,28,15.71428571,171,2019
2010-11,Spring,Lecture,Theater Dance & Perf Stds,567,28,20.25,171,2017
2013-14,Fall,Lecture,Environ Econ & Policy,534,11,48.54545455,171,2016
2004-05,Fall,Lecture,Film,517,20,25.85,171,2016
2011-12,Summer,Lecture,History,507,17,29.82352941,171,2015
2009-10,Spring,Lecture,Plant Biology,729,20,36.45,171,2015
2008-09,Fall,Recitation,Spanish,403,19,21.21052632,171,2015
2015-16,Fall,Lecture,College Writing Programs,445,32,13.90625,171,2014
2003-04,Spring,Lecture,German,513,35,14.65714286,171,2014
2013-14,Fall,Lecture,International & Area Stds,509,15,33.93333333,171,2012
2005-06,Fall,Seminar,History,515,67,7.686567164,171,2010.5
2012-13,Spring,Lecture,Plant Biology,758,21,36.0952381,171,2010
2013-14,Fall,Lecture,Theater Dance & Perf Stds,525,26,20.19230769,171,2010
2011-12,Spring,Lecture,Gender & Womens Studies,528,17,31.05882353,171,2009
2013-14,Summer,Lecture,Law,771,25,30.84,171,2009
2011-12,Summer,Lecture,Biology,644,3,214.6666667,171,2008
2003-04,Spring,Lecture,Optometry,686,12,57.16666667,171,2007
2005-06,Spring,Lecture,College Writing Programs,381,28,13.60714286,171,2006
2009-10,Spring,Lecture,Theater Dance & Perf Stds,536,25,21.44,171,2004
2008-09,Fall,Lecture,Film,519,21,24.71428571,171,2003
2010-11,Fall,Lecture,Optometry,642,10,64.2,171,2000
2004-05,Spring,Lecture,Optometry,685,11,62.27272727,171,1998
2012-13,Spring,Lecture,Bioengineering,516,24,21.5,171,1996
2015-16,Spring,Lecture,History of Art,499,17,29.35294118,171,1996
2013-14,Spring,Lecture,Theater Dance & Perf Stds,547,28,19.53571429,171,1993
2013-14,Spring,Lecture,German,479,32,14.96875,171,1991
2009-10,Fall,Seminar,History,531,64,8.296875,171,1990.5
2015-16,Spring,Recitation,Spanish,398,23,17.30434783,171,1990
2011-12,Fall,Lecture,Ethnic Studies,497,8,62.125,171,1988
2009-10,Summer,Lecture,Philosophy,497,16,31.0625,171,1988
2008-09,Spring,Lecture,Slavic Languages & Lit,508,35,14.51428571,171,1988
2005-06,Spring,Lecture,German,486,34,14.29411765,171,1984
2012-13,Fall,Lecture,German,471,32,14.71875,171,1983
2007-08,Spring,Lecture,Theater Dance & Perf Stds,567,28,20.25,171,1983
2010-11,Spring,Lecture,Earth & Planetary Science,696,36,19.33333333,171,1982
2007-08,Fall,Lecture,Media Studies,498,4,124.5,171,1982
2012-13,Spring,Lecture,Cognitive Science,557,9,61.88888889,171,1981
2007-08,Fall,Lecture,Film,513,19,27,171,1981
2009-10,Spring,Laboratory,Physical Education,3959,109,36.32110092,171,1979.5
2014-15,Fall,Lecture,City & Regional Planning,590,18,32.77777778,171,1978
2015-16,Fall,Lecture,Cognitive Science,539,4,134.75,171,1977
2003-04,Fall,Lecture,Italian Studies,425,21,20.23809524,171,1977
2005-06,Spring,Lecture,Spanish,657,33,19.90909091,171,1977
2012-13,Summer,Lecture,Sociology,494,12,41.16666667,171,1976
2007-08,Spring,Lecture,Optometry,710,11,64.54545455,171,1975.5
2004-05,Summer,Lecture,Physics,497,7,71,171,1974
2011-12,Summer,Lecture,College Writing Programs,714,31,23.03225806,171,1973
2011-12,Spring,Lecture,College Writing Programs,408,29,14.06896552,171,1972
2015-16,Fall,Lecture,History of Art,493,17,29,171,1972
2003-04,Fall,Lecture,Earth & Planetary Science,714,28,25.5,171,1971
2015-16,Spring,Lecture,Classics,493,9,54.77777778,171,1970
2014-15,Fall,Lecture,Theater Dance & Perf Stds,540,26,20.76923077,171,1965
2007-08,Summer,Lecture,Physics,491,6,81.83333333,171,1964
2015-16,Summer,Lecture,Political Science,491,9,54.55555556,171,1964
2013-14,Spring,Lecture,Ethnic Studies,496,12,41.33333333,171,1963
2007-08,Fall,Lecture,Spanish,650,34,19.11764706,171,1959
2004-05,Spring,Lecture,Spanish,611,34,17.97058824,171,1956
2012-13,Spring,Seminar,History,443,54,8.203703704,171,1954
2013-14,Spring,Lecture,Cognitive Science,523,6,87.16666667,171,1950
2015-16,Fall,Seminar,History,614,62,9.903225806,171,1949
2012-13,Spring,Lecture,International & Area Stds,514,12,42.83333333,171,1949
2010-11,Fall,Lecture,American Studies,487,11,44.27272727,171,1948
2013-14,Fall,Lecture,Astronomy,547,15,36.46666667,171,1947
2003-04,Spring,Seminar,English,555,32,17.34375,171,1947
2005-06,Fall,Lecture,German,499,41,12.17073171,171,1944
2010-11,Fall,Lecture,Art Practice,488,24,20.33333333,171,1943
2011-12,Fall,Lecture,Art Practice,488,23,21.2173913,171,1943
2005-06,Fall,Lecture,Art Practice,487,24,20.29166667,171,1942
2014-15,Spring,Lecture,College Writing Programs,441,35,12.6,171,1942
2014-15,Fall,Lecture,Environ Econ & Policy,510,10,51,171,1941
2009-10,Fall,Lecture,Optometry,623,10,62.3,171,1941
2007-08,Fall,Lecture,Environ Econ & Policy,525,10,52.5,171,1940
2004-05,Fall,Seminar,Law,712,42,16.95238095,171,1940
2011-12,Spring,Lecture,International & Area Stds,500,10,50,171,1937
2014-15,Fall,Lecture,Ethnic Studies,484,8,60.5,171,1936
2014-15,Spring,Lecture,Earth & Planetary Science,678,38,17.84210526,171,1934
2006-07,Fall,Lecture,Spanish,637,33,19.3030303,171,1934
2010-11,Spring,Lecture,Spanish,581,30,19.36666667,171,1930
2010-11,Fall,Lecture,College Writing Programs,420,29,14.48275862,171,1929
2005-06,Spring,Lecture,Optometry,645,10,64.5,171,1929
2003-04,Fall,Lecture,American Studies,482,10,48.2,171,1928
2008-09,Spring,Lecture,Environ Econ & Policy,564,11,51.27272727,171,1928
2012-13,Fall,Lecture,Ethnic Studies,482,8,60.25,171,1928
2010-11,Fall,Lecture,Film,482,20,24.1,171,1928
2010-11,Fall,Lecture,Industrial Eng & Ops Rsch,603,12,50.25,171,1927
2013-14,Summer,Lecture,Sociology,481,13,37,171,1924
2010-11,Fall,Lecture,Spanish,570,32,17.8125,171,1922
2008-09,Summer,Lecture,Biology,646,3,215.3333333,171,1921
2012-13,Spring,Lecture,Asian American Studies,490,15,32.66666667,171,1920
2012-13,Spring,Lecture,Theater Dance & Perf Stds,519,22,23.59090909,171,1919
2012-13,Spring,Lecture,Art Practice,481,22,21.86363636,171,1918
2015-16,Spring,Lecture,Landscape Arch & Env Plan,499,19,26.26315789,171,1917
2009-10,Fall,Lecture,American Studies,479,10,47.9,171,1916
2015-16,Spring,Lecture,Earth & Planetary Science,594,37,16.05405405,171,1916
2004-05,Fall,Lecture,Industrial Eng & Ops Rsch,593,15,39.53333333,171,1914
2010-11,Spring,Lecture,Chemical Engineering,513,15,34.2,171,1912
2014-15,Spring,Lecture,Theater Dance & Perf Stds,497,28,17.75,171,1911
2007-08,Fall,Seminar,English,550,33,16.66666667,171,1910
2011-12,Spring,Lecture,Ethnic Studies,477,7,68.14285714,171,1908
2003-04,Fall,Lecture,Film,493,17,29,171,1908
2006-07,Summer,Lecture,Physics,477,6,79.5,171,1908
2003-04,Fall,Lecture,Interdepartmental Studies,728,4,182,171,1906
2013-14,Spring,Lecture,Bioengineering,497,24,20.70833333,171,1905
2015-16,Spring,Lecture,Chinese,429,27,15.88888889,171,1902
2011-12,Summer,Lecture,Computer Science,475,5,95,171,1900
2015-16,Spring,Lecture,Info Mgmt & Systems,601,24,25.04166667,171,1900
2008-09,Fall,Lecture,Optometry,609,10,60.9,171,1896.5
2011-12,Spring,Lecture,Art Practice,476,23,20.69565217,171,1896
2010-11,Summer,Lecture,Philosophy,474,17,27.88235294,171,1896
2004-05,Fall,Lecture,Spanish,622,33,18.84848485,171,1896
2013-14,Fall,Lecture,Art Practice,476,24,19.83333333,171,1895
2004-05,Fall,Lecture,German,500,37,13.51351351,171,1895
2010-11,Spring,Fieldwork,Education,1105,55,20.09090909,171,1892
2012-13,Fall,Lecture,Gender & Womens Studies,515,11,46.81818182,171,1892
2015-16,Summer,Lecture,Philosophy,473,15,31.53333333,171,1892
2006-07,Spring,Lecture,Optometry,634,10,63.4,171,1889
2009-10,Fall,Recitation,Spanish,377,18,20.94444444,171,1885
2005-06,Fall,Seminar,English,557,37,15.05405405,171,1880
2006-07,Fall,Lecture,Film,493,21,23.47619048,171,1880
2015-16,Spring,Lecture,Theater Dance & Perf Stds,480,25,19.2,171,1878
2014-15,Spring,Lecture,Environmental Design,516,9,57.33333333,171,1877
2011-12,Fall,Lecture,Peace & Conflict Studies,491,8,61.375,171,1873
2006-07,Spring,Lecture,Theater Dance & Perf Stds,533,24,22.20833333,171,1873
2008-09,Spring,Lecture,College Writing Programs,361,28,12.89285714,171,1872
2011-12,Summer,Lecture,Philosophy,468,16,29.25,171,1872
2006-07,Spring,Lecture,Spanish,616,30,20.53333333,171,1872
2008-09,Fall,Lecture,Gender & Womens Studies,487,11,44.27272727,171,1871
2008-09,Fall,Lecture,Industrial Eng & Ops Rsch,575,13,44.23076923,171,1870
2012-13,Spring,Lecture,Ethnic Studies,468,9,52,171,1869
2012-13,Fall,Lecture,American Studies,471,8,58.875,171,1866
2008-09,Spring,Lecture,American Studies,485,11,44.09090909,171,1865
2010-11,Fall,Lecture,Slavic Languages & Lit,467,32,14.59375,171,1865
2007-08,Fall,Lecture,American Studies,466,12,38.83333333,171,1864
2010-11,Fall,Seminar,History,494,56,8.821428571,171,1860.5
2005-06,Spring,Lecture,Italian Studies,420,22,19.09090909,171,1859
2007-08,Spring,Lecture,Italian Studies,417,23,18.13043478,171,1858
2003-04,Spring,Lecture,Chinese,471,26,18.11538462,171,1857
2005-06,Fall,Lecture,American Studies,464,8,58,171,1856
2004-05,Spring,Lecture,Theater Dance & Perf Stds,536,21,25.52380952,171,1855
2003-04,Spring,Lecture,Theater Dance & Perf Stds,546,24,22.75,171,1852
2006-07,Spring,Seminar,English,489,32,15.28125,171,1851
2004-05,Fall,Seminar,History,480,64,7.5,171,1851
2008-09,Spring,Lecture,Peace & Conflict Studies,532,8,66.5,171,1851
2004-05,Spring,Lecture,Asian American Studies,469,14,33.5,171,1850
2014-15,Fall,Lecture,FPF-Mathematics,486,7,69.42857143,171,1850
2013-14,Fall,Lecture,Classics,445,10,44.5,171,1849
2014-15,Fall,Seminar,History,566,59,9.593220339,171,1847.5
2009-10,Fall,Lecture,Film,476,18,26.44444444,171,1847
2008-09,Spring,Lecture,Plant Biology,679,18,37.72222222,171,1846
2015-16,Fall,Lecture,Theater Dance & Perf Stds,485,24,20.20833333,171,1844
2012-13,Spring,Lecture,Earth & Planetary Science,667,37,18.02702703,171,1841
2014-15,Spring,Seminar,History,496,65,7.630769231,171,1837.5
2007-08,Fall,Lecture,Ethnic Studies,462,5,92.4,171,1835
2014-15,Fall,Lecture,Astronomy,504,14,36,171,1834
2005-06,Spring,Lecture,Chemical Engineering,561,18,31.16666667,171,1834
2014-15,Spring,Lecture,Peace & Conflict Studies,512,11,46.54545455,171,1833
2015-16,Fall,Lecture,FPF-Mathematics,473,8,59.125,171,1832
2013-14,Fall,Lecture,Interdisciplinary Studies,467,10,46.7,171,1832
2005-06,Fall,Lecture,Theater Dance & Perf Stds,526,23,22.86956522,171,1832
2008-09,Spring,Lecture,International & Area Stds,462,10,46.2,171,1830
2008-09,Summer,Lecture,Physics,457,6,76.16666667,171,1828
2006-07,Spring,Lecture,Public Policy,504,17,29.64705882,171,1828
2005-06,Fall,Lecture,Spanish,605,32,18.90625,171,1828
2007-08,Fall,Lecture,Bioengineering,494,20,24.7,171,1827
2004-05,Fall,Lecture,Interdepartmental Studies,696,4,174,171,1825
2014-15,Spring,Lecture,Japanese,395,24,16.45833333,171,1823
2015-16,Spring,Lecture,Social Welfare,794,31,25.61290323,171,1821
2007-08,Fall,Lecture,Gender & Womens Studies,475,11,43.18181818,171,1820
2003-04,Spring,Lecture,Italian Studies,402,24,16.75,171,1818
2010-11,Spring,Lecture,Slavic Languages & Lit,473,32,14.78125,171,1818
2011-12,Fall,Lecture,Social Welfare,835,26,32.11538462,171,1818
2004-05,Spring,Lecture,Italian Studies,396,25,15.84,171,1817
2009-10,Summer,Lecture,Linguistics,426,7,60.85714286,171,1815
2007-08,Fall,Lecture,Optometry,584,10,58.4,171,1814.5
2003-04,Spring,Lecture,Gender & Womens Studies,471,16,29.4375,171,1812
2012-13,Fall,Lecture,Landscape Arch & Env Plan,497,21,23.66666667,171,1809
2013-14,Fall,Seminar,History,473,54,8.759259259,171,1808
2015-16,Summer,Lecture,Physics,452,6,75.33333333,171,1808
2005-06,Fall,Lecture,Religious Studies,452,10,45.2,171,1808
2006-07,Spring,Lecture,Environmental Design,479,6,79.83333333,171,1806
2003-04,Spring,Lecture,Industrial Eng & Ops Rsch,595,14,42.5,171,1804
2004-05,Spring,Lecture,Interdepartmental Studies,683,4,170.75,171,1801
2014-15,Fall,Lecture,Art Practice,452,25,18.08,171,1799
2013-14,Spring,Lecture,Earth & Planetary Science,641,40,16.025,171,1798
2007-08,Spring,Lecture,Slavic Languages & Lit,467,32,14.59375,171,1798
2007-08,Fall,Lecture,Theater Dance & Perf Stds,518,27,19.18518519,171,1795
2014-15,Fall,Lecture,Info Mgmt & Systems,616,23,26.7826087,171,1794
2010-11,Summer,Lecture,College Writing Programs,592,27,21.92592593,171,1793
2015-16,Spring,Lecture,German,415,30,13.83333333,171,1792
2014-15,Spring,Lecture,Optometry,668,10,66.8,171,1792
2006-07,Spring,Lecture,College Writing Programs,333,27,12.33333333,171,1791
2009-10,Fall,Lecture,Industrial Eng & Ops Rsch,559,14,39.92857143,171,1791
2010-11,Spring,Lecture,College Writing Programs,362,26,13.92307692,171,1789
2003-04,Spring,Seminar,Law,667,44,15.15909091,171,1789
2010-11,Spring,Lecture,Italian Studies,399,24,16.625,171,1786
2013-14,Fall,Lecture,Info Mgmt & Systems,612,22,27.81818182,171,1785
2004-05,Fall,Seminar,English,509,30,16.96666667,171,1784
2008-09,Summer,Lecture,Sociology,446,13,34.30769231,171,1784
2015-16,Spring,Lecture,Peace & Conflict Studies,506,7,72.28571429,171,1783
2006-07,Fall,Lecture,Industrial Eng & Ops Rsch,566,17,33.29411765,171,1782
